node_id,DC,BC,CC,CI,PR,KS,SAASP-fixed,SAASP-adaptive
16,0.0751269035532995,0.0015482670431785047,0.466824644549763,1751927.0,0.0019475410473464812,34.0,0.5559096332163443,0.5559096332163443
17,0.11065989847715736,0.005424143538061997,0.478852698104035,2364336.0,0.0028595459290336285,34.0,0.5648895902585518,0.5648895902585518
18,0.05482233502538071,0.003195609925680649,0.4505946935041171,1310955.0,0.001574191539038082,29.0,0.501632441963302,0.501632441963302
19,0.07106598984771574,0.0037741419881147952,0.4499771585198721,1659657.0,0.0019439728313782698,29.0,0.5427935002033009,0.5427935002033009
20,0.07309644670050762,0.0040416042716934315,0.460710944808232,1710035.0,0.002092440786256689,32.0,0.5368576922523882,0.5368576922523882
21,0.13807106598984772,0.012048653737220064,0.497223624432105,2681910.0,0.003787979040027917,34.0,0.5720445575825148,0.5720445575825148
22,0.013197969543147208,5.705762479805137e-05,0.38657770800627944,264132.0,0.0004852501234652545,12.0,0.39798519601293514,0.39798519601293514
23,0.0802030456852792,0.0033826750401592274,0.4600653900046707,1801410.0,0.002096641135917004,33.0,0.5224457662479174,0.5224457662479174
24,0.03857868020304569,0.0015894831695599007,0.40585084466419447,844932.0,0.0012323065009263664,26.0,0.4271886160234989,0.4271886160234989
25,0.03350253807106599,0.00022625207945447867,0.42184154175588867,811808.0,0.0009396319433510766,26.0,0.43723051302638016,0.43723051302638016
26,0.03350253807106599,0.00025434330823424734,0.3888669561784445,650400.0,0.0009621205205729447,26.0,0.40787539251140864,0.40787539251140864
27,0.06192893401015229,0.0032383669235716366,0.4385574354407836,1470300.0,0.001757514182766038,29.0,0.4733054329799896,0.4733054329799896
28,0.10456852791878173,0.005320400927118228,0.4763056092843327,2141796.0,0.0026751388068364254,34.0,0.5965146033004377,0.5965146033004377
29,0.05685279187817259,0.0014740260742597065,0.4499771585198721,1388585.0,0.0015305045011615342,29.0,0.512257237279135,0.512257237279135
30,0.06700507614213198,0.0017595019332088155,0.4518348623853211,1558180.0,0.0017718375505269151,32.0,0.5247794469973444,0.5247794469973444
31,0.048730964467005075,0.0004142192319750819,0.42622241453916054,1106380.0,0.0012840161443044894,29.0,0.46906431693816286,0.46906431693816286
32,0.03350253807106599,0.00013610553401803164,0.3949478748997594,704288.0,0.0009405298495578918,26.0,0.39449392194362143,0.39449392194362143
33,0.028426395939086295,0.00023959157055977327,0.4010586319218241,623916.0,0.0008449298121807209,26.0,0.42654493768771806,0.42654493768771806
34,0.029441624365482234,0.00011976050563155169,0.389944576405384,610260.0,0.0008481006899796636,26.0,0.4298666489066335,0.4298666489066335
35,0.05786802030456853,0.001469697380679265,0.45038866026520347,1370096.0,0.0015415110695014128,29.0,0.4622689800341586,0.4622689800341586
36,0.043654822335025385,0.0004134581588376598,0.44091316025067145,1039290.0,0.0011700392502193297,29.0,0.4490060166137102,0.4490060166137102
37,0.03553299492385787,0.0004108648207732314,0.3970173317210802,737290.0,0.0010363277085114464,26.0,0.3950724716532068,0.3950724716532068
38,0.045685279187817264,0.0029323575069192475,0.41508638853771596,1048872.0,0.0013994963248785122,27.0,0.4470085508135925,0.4470085508135925
39,0.03451776649746193,0.00024469093817762,0.41178929765886285,788865.0,0.0009704511031942346,27.0,0.48764159469269236,0.48764159469269236
40,0.05888324873096447,0.0013192370590281097,0.42329179200687583,1375239.0,0.001616057563758758,29.0,0.5107539250578842,0.5107539250578842
41,0.09035532994923859,0.003568448454021033,0.47039159503342887,1961608.0,0.0023708558245857914,34.0,0.5232985859214139,0.5232985859214139
42,0.07411167512690356,0.0011065556317122005,0.4694947569113441,1714896.0,0.001886005091806235,34.0,0.5087328835469069,0.5087328835469069
43,0.012182741116751269,1.3613422120268934e-05,0.33721328312221843,113091.0,0.0004898816087937691,12.0,0.31001917096009,0.31001917096009
44,0.10558375634517767,0.011421921455696432,0.4737854737854738,2292368.0,0.0028977762829258996,34.0,0.5579289918187881,0.5579289918187881
45,0.0467005076142132,0.0019390352922482288,0.42788879235447436,1096605.0,0.0013882349672423727,25.0,0.43150435270889,0.43150435270889
46,0.07208121827411168,0.0019665239011496904,0.4566527584608252,1636880.0,0.0018972726509146004,34.0,0.527174939439251,0.527174939439251
47,0.049746192893401014,0.0008481830858347706,0.4463072043497961,1222608.0,0.0013409264620350542,29.0,0.4563610401379083,0.4563610401379083
48,0.05786802030456853,0.001288015085894391,0.4200426439232409,1277360.0,0.001563168596552812,29.0,0.47153532020193245,0.47153532020193245
49,0.013197969543147208,6.437639365637064e-05,0.3678117998506348,218064.0,0.0004942097571905258,13.0,0.35690552472794806,0.35690552472794806
50,0.015228426395939087,4.096396412878823e-05,0.3808971384377417,290878.0,0.000541492964497043,13.0,0.3772866242921688,0.3772866242921688
51,0.06802030456852792,0.0022837110058480815,0.4562297359888837,1653630.0,0.0018761988120372672,29.0,0.46653481835810723,0.46653481835810723
52,0.024365482233502538,0.0029393225193858094,0.39447336804165,509887.0,0.000991457552226426,18.0,0.41457064690589684,0.41457064690589684
53,0.04060913705583757,0.0007611782053263061,0.4370008873114463,1002378.0,0.0011811992518200064,27.0,0.442596446120108,0.442596446120108
54,0.049746192893401014,0.0005024527202859596,0.42677642980935876,1149072.0,0.0013851749296506521,30.0,0.4941037697790958,0.4941037697790958
55,0.04162436548223351,0.00245255364386885,0.4318281455501973,990960.0,0.0013054138434199793,30.0,0.4787051957553542,0.4787051957553542
56,0.0467005076142132,0.0004765631760047361,0.42040119504908235,1062720.0,0.001342634273484442,30.0,0.45701343136074457,0.45701343136074457
57,0.06598984771573604,0.0032229691022866067,0.43797243219208537,1526080.0,0.0019685317830620158,30.0,0.45077161797867094,0.45077161797867094
58,0.12588832487309645,0.007187827002740424,0.48690064260998517,2535153.0,0.003249460873806895,34.0,0.5545163400491107,0.5545163400491107
59,0.05177664974619289,0.0006398339296142447,0.42256542256542257,1187000.0,0.001469357999371287,30.0,0.44947505758272344,0.44947505758272344
60,0.05380710659898477,0.0006843209100661533,0.41317114093959734,1178268.0,0.0015597062619086143,27.0,0.43406691264616803,0.43406691264616803
61,0.0700507614213198,0.0035972411377011744,0.4457013574660634,1700680.0,0.0019868956462437055,27.0,0.4835029287622944,0.4835029287622944
62,0.21725888324873097,0.023387070516104624,0.5327203893996755,3588624.0,0.005641830222297948,34.0,0.6584681900072218,0.6584681900072218
63,0.12487309644670051,0.00787869901148672,0.4885912698412698,2534916.0,0.0032533786178221354,34.0,0.548049984130524,0.548049984130524
64,0.17055837563451778,0.022778106505897074,0.5165180912427897,3383420.0,0.0045834063353025305,34.0,0.6167452770715842,0.6167452770715842
65,0.09035532994923859,0.012959351781963736,0.4699427480916031,2201056.0,0.0029407274556668157,28.0,0.5448029482360374,0.5448029482360374
66,0.03451776649746193,0.0010225525295997652,0.42919389978213507,864171.0,0.0011064660118389519,23.0,0.44154253513626546,0.44154253513626546
67,0.009137055837563452,1.4214579947390385e-05,0.40385403854038543,199480.0,0.0003790809505252071,9.0,0.3931622916186834,0.3931622916186834
68,0.0467005076142132,0.0004352169498001993,0.43797243219208537,1086075.0,0.001266913377491419,30.0,0.4700212395523946,0.4700212395523946
69,0.06294416243654823,0.0033281563615763067,0.44509715318572074,1520364.0,0.0018757365316941991,29.0,0.45556104847942025,0.45556104847942025
70,0.018274111675126905,4.877769855244838e-05,0.3981406628940986,385016.0,0.0005942728247168327,17.0,0.3775677231914112,0.3775677231914112
71,0.016243654822335026,5.144669114996705e-05,0.3832684824902724,317100.0,0.0005824020382179444,13.0,0.3653343712366265,0.3653343712366265
72,0.008121827411167513,0.0020346514823378226,0.3534266236096161,103509.0,0.0005051938880844864,7.0,0.303151378282348,0.303151378282348
73,0.029441624365482234,0.00042946366510867196,0.4071930549813973,671608.0,0.0009023012037864495,21.0,0.39428323059660825,0.39428323059660825
74,0.09238578680203047,0.004572478160241251,0.460710944808232,2127240.0,0.0025220185233606226,32.0,0.4992116231726595,0.4992116231726595
75,0.020304568527918784,0.00012112544603172343,0.3822273961971284,390108.0,0.00064353732429874,18.0,0.3758395573359325,0.3758395573359325
76,0.022335025380710662,0.00012568068548030566,0.38297045101088645,430290.0,0.0006952629708085039,20.0,0.4075059626311311,0.4075059626311311
77,0.025380710659898477,0.00019130063687114872,0.4095634095634096,563352.0,0.0007736137905488818,21.0,0.40201527732485687,0.40201527732485687
78,0.0233502538071066,0.00011473112397048105,0.42292829540575355,557722.0,0.0007136577471379199,21.0,0.42426075703861915,0.42426075703861915
79,0.042639593908629446,0.0006594046443987719,0.4413082437275986,1040949.0,0.0011966772623936822,28.0,0.49531118309044386,0.49531118309044386
80,0.07106598984771574,0.0020547674883542445,0.45792654579265457,1622604.0,0.0018893068633687182,32.0,0.4998998492460981,0.4998998492460981
81,0.11269035532994924,0.006012555836514584,0.484744094488189,2294490.0,0.0029265890170333715,34.0,0.5884205703515293,0.5884205703515293
82,0.23451776649746195,0.028967274247816477,0.5444997236042012,3550280.0,0.006260217524046768,34.0,0.653470008661138,0.653470008661138
83,0.14111675126903553,0.007288333878263581,0.5025510204081632,2730330.0,0.0035998622577975434,34.0,0.640555253690701,0.640555253690701
84,0.1319796954314721,0.01929261573486897,0.49151696606786427,2960292.0,0.0038589110173378204,33.0,0.5494590823697291,0.5494590823697291
85,0.03756345177664975,0.0010014062743931226,0.420221843003413,912672.0,0.0011308727222698219,25.0,0.4561978038880101,0.4561978038880101
86,0.21928934010152284,0.03926117977217441,0.5321447866018368,3896875.0,0.005947180968783051,34.0,0.7037940887769545,0.7037940887769545
87,0.13908629441624365,0.00868823256890741,0.5030643513789581,2650912.0,0.003625119602402192,34.0,0.5894748129054018,0.5894748129054018
88,0.03147208121827411,0.002493615127601674,0.4200426439232409,738360.0,0.0010913938578767685,24.0,0.49573900345310234,0.49573900345310234
89,0.0700507614213198,0.003240624614748012,0.45370796867802854,1633700.0,0.001941909994728711,31.0,0.5097386735718366,0.5097386735718366
90,0.027411167512690356,0.0003634254876111304,0.42919389978213507,675194.0,0.000839404948811288,21.0,0.4449495191380929,0.4449495191380929
91,0.029441624365482234,0.0007360234239141986,0.4187925170068027,711060.0,0.0009769053637048216,21.0,0.4196274707939983,0.4196274707939983
92,0.042639593908629446,0.0025486528624162454,0.43836226079216734,1093183.0,0.001355307156467673,25.0,0.45547019203052713,0.45547019203052713
93,0.08629441624365483,0.0037146693823729227,0.4602803738317757,1989120.0,0.0023188847501938487,32.0,0.49691857398485106,0.49691857398485106
94,0.042639593908629446,0.000674051198306455,0.4293809938971229,1047386.0,0.0012537860501932634,26.0,0.47855066458543216,0.47855066458543216
95,0.0467005076142132,0.0019261676672334182,0.432586736934563,1132830.0,0.0013602928281892868,27.0,0.5105060990786059,0.5105060990786059
96,0.11979695431472082,0.012506308368290442,0.4765360425737784,2569086.0,0.0034615840711546874,32.0,0.5854960135504561,0.5854960135504561
97,0.0233502538071066,0.00024325294392916162,0.39040824415378517,490798.0,0.0008155993543035626,16.0,0.3957845224438066,0.3957845224438066
98,0.0233502538071066,0.00025928604229320833,0.4053497942386831,537042.0,0.0007847631650745307,17.0,0.43061395649235384,0.43061395649235384
99,0.027411167512690356,0.0003513218988501743,0.4121338912133891,622310.0,0.0008827024901797274,19.0,0.4635229219799597,0.4635229219799597
100,0.03959390862944163,0.0016607454671370785,0.42659159809441316,954218.0,0.0012729882689438848,20.0,0.4372165511179873,0.4372165511179873
101,0.027411167512690356,0.0005453851471859417,0.4036885245901639,620308.0,0.0008903913403504349,19.0,0.45317392372006127,0.45317392372006127
102,0.021319796954314723,0.0012466097178557686,0.3914944356120827,428460.0,0.0007820410443231228,17.0,0.4747975391224821,0.4747975391224821
103,0.050761421319796954,0.00107043513922054,0.4401251117068811,1254008.0,0.0014771924387886844,27.0,0.46889625814710584,0.46889625814710584
104,0.03147208121827411,0.00013508030084520727,0.41578725200506544,733530.0,0.0009525365801902099,26.0,0.4391857154414266,0.4391857154414266
105,0.14619289340101524,0.006341305599735756,0.5061664953751285,2749318.0,0.0036333119553983544,34.0,0.5697032135198101,0.5697032135198101
106,0.14213197969543148,0.010468819071014983,0.4989868287740628,2779444.0,0.003759555249183022,34.0,0.5831092003288765,0.5831092003288765
107,0.22233502538071068,0.025288872159340323,0.5338753387533876,3486038.0,0.006093935648484564,34.0,0.6877361411780842,0.6877361411780842
108,0.04162436548223351,0.0012866387313840426,0.4327768014059754,1031160.0,0.0012758654781405009,26.0,0.5099985407513239,0.5099985407513239
109,0.005076142131979696,2.003877060591593e-06,0.3678117998506348,76236.0,0.0002696262588087404,5.0,0.2179866779450929,0.2179866779450929
110,0.009137055837563452,1.7831491334975444e-05,0.371838429596074,152528.0,0.0003971651091206202,8.0,0.34838590369673117,0.34838590369673117
111,0.008121827411167513,6.234635766527968e-06,0.3522889842632332,97251.0,0.0003711418848841734,8.0,0.3414499023855496,0.3414499023855496
112,0.019289340101522844,0.0001663541373522967,0.3859717868338558,384768.0,0.0006487790314985311,17.0,0.38556035925072796,0.38556035925072796
113,0.08629441624365483,0.0037804114575532973,0.4677113010446344,1978536.0,0.0022637544374424865,32.0,0.48839198206664636,0.48839198206664636
114,0.14213197969543148,0.009924477360231033,0.49923973644196656,2648089.0,0.003629090558211237,34.0,0.5707920917644735,0.5707920917644735
115,0.13096446700507614,0.008577439752395118,0.49151696606786427,2499584.0,0.0033151202690519287,34.0,0.5559836862390947,0.5559836862390947
116,0.08223350253807107,0.002241715597706897,0.45707656612529,1882000.0,0.0021112861773815283,32.0,0.5218961243334466,0.5218961243334466
117,0.018274111675126905,0.0002834146993729308,0.4269614217598613,444652.0,0.0006126491822169767,17.0,0.443529694456831,0.443529694456831
118,0.030456852791878174,0.0004078233915045964,0.42622241453916054,742081.0,0.0009180916837372899,23.0,0.4418871630064025,0.4418871630064025
119,0.014213197969543147,6.695612410117943e-05,0.3665798288053591,223626.0,0.0005164204800747721,13.0,0.35442575427499373,0.35442575427499373
120,0.017258883248730966,0.0001314757358873906,0.39927036886907175,371296.0,0.0005870451898802676,16.0,0.4256229590789069,0.4256229590789069
121,0.23553299492385787,0.028926544195500805,0.5415063221550303,3496416.0,0.006316126834272376,34.0,0.6905674509059064,0.6905674509059064
122,0.025380710659898477,0.0003100827344712868,0.3811919504643963,452760.0,0.0008416710417965432,20.0,0.3664852334666667,0.3664852334666667
123,0.03451776649746193,0.0005336783576988436,0.42919389978213507,845460.0,0.0009849454776107032,26.0,0.43955409388983324,0.43955409388983324
124,0.042639593908629446,0.0019036759110926391,0.41578725200506544,984164.0,0.0013597109319622258,21.0,0.4258624350517551,0.4258624350517551
125,0.027411167512690356,0.000773658549205518,0.4129979035639413,642200.0,0.0009323031249604052,17.0,0.42531477935999024,0.42531477935999024
126,0.03350253807106599,0.00045873419374388083,0.40319279574293904,707744.0,0.001005143532337706,27.0,0.4751275247390585,0.4751275247390585
127,0.028426395939086295,0.0006740467757065955,0.4371948513093653,703755.0,0.0008835030694667103,22.0,0.48177766519401033,0.48177766519401033
128,0.14619289340101524,0.010117607414884766,0.5059065228556754,2704702.0,0.0037558602715676145,34.0,0.602648786227085,0.602648786227085
129,0.16446700507614215,0.014155912747933697,0.513555787278415,3020038.0,0.00436837068606315,34.0,0.6053162895456481,0.6053162895456481
130,0.03553299492385787,0.0016032283622686926,0.4303189165574487,851564.0,0.001140278287957563,24.0,0.4494730998089707,0.4494730998089707
131,0.05888324873096447,0.0014640038875410315,0.44895168641750227,1366974.0,0.0016405710428226672,32.0,0.4791569084999154,0.4791569084999154
132,0.06192893401015229,0.001096645900803212,0.4528735632183908,1406280.0,0.0016471309337103982,32.0,0.5106423619743719,0.5106423619743719
133,0.10761421319796954,0.005879521991323864,0.484744094488189,2354730.0,0.002819407917696342,33.0,0.5637852381570989,0.5637852381570989
134,0.0233502538071066,0.000911295916073113,0.41178929765886285,546260.0,0.0008967202205044879,14.0,0.46368007543704975,0.46368007543704975
135,0.03654822335025381,0.00031920917340633886,0.4275173611111111,882700.0,0.0010129610911424768,27.0,0.4423903187448308,0.4423903187448308
136,0.027411167512690356,4.539110062061713e-05,0.4099042863087807,630812.0,0.0007815564619349335,27.0,0.4554018279718627,0.4554018279718627
137,0.08426395939086295,0.006236949131220337,0.4637476459510358,1860908.0,0.0024550789484791896,33.0,0.5248180808642986,0.5248180808642986
138,0.03248730964467005,0.00023273728336291354,0.42040119504908235,769141.0,0.0009482682396562815,27.0,0.4368217716713383,0.4368217716713383
139,0.03857868020304569,0.0011797432058221816,0.42530224525043175,934990.0,0.001179120896756753,21.0,0.462289342755291,0.462289342755291
140,0.03959390862944163,0.001605369849152551,0.4234737747205503,945098.0,0.0012393252047514086,21.0,0.45966187144181403,0.45966187144181403
141,0.08223350253807107,0.005777469991021044,0.45580749652938457,1959120.0,0.0023178863960071202,28.0,0.48801686471753136,0.48801686471753136
142,0.14111675126903553,0.006374192608696804,0.504352278545827,2741922.0,0.0035677229772882913,34.0,0.5824083348630018,0.5824083348630018
143,0.049746192893401014,0.0007172445339521422,0.43836226079216734,1185600.0,0.0013612561973936623,29.0,0.44087114548790185,0.44087114548790185
144,0.013197969543147208,1.2228148021687569e-05,0.3900990099009901,267588.0,0.00045973044607248526,13.0,0.41113569731641136,0.41113569731641136
145,0.0700507614213198,0.003232419103165806,0.4655009451795841,1602556.0,0.0019478350744798608,34.0,0.5146457352284102,0.5146457352284102
146,0.028426395939086295,0.000522631903523278,0.42256542256542257,689148.0,0.0009048193483371539,23.0,0.48034696994455,0.48034696994455
147,0.050761421319796954,0.0004954773719489774,0.4505946935041171,1184771.0,0.0013498161775569854,33.0,0.46327154723186326,0.46327154723186326
148,0.018274111675126905,0.0001740439483434491,0.4056836902800659,418693.0,0.0006599070722086046,15.0,0.3988701280561517,0.3988701280561517
149,0.028426395939086295,0.0005595115200216754,0.4170194750211685,680157.0,0.0009282257360776039,20.0,0.4182648279854043,0.4182648279854043
150,0.03756345177664975,0.0005244410287703102,0.4238382099827883,892764.0,0.001145042571875648,27.0,0.47555528702068056,0.47555528702068056
151,0.044670050761421325,0.00041526728486605444,0.42040119504908235,1005555.0,0.001208322081840748,29.0,0.4592924876638916,0.4592924876638916
152,0.0700507614213198,0.0011961398433700493,0.4626585251291686,1598884.0,0.0018172133230733628,34.0,0.4966525248584119,0.4966525248584119
153,0.05279187817258883,0.000886141015030604,0.45771375464684017,1232262.0,0.0013988902362914773,34.0,0.4855758382413337,0.4855758382413337
154,0.05279187817258883,0.000518805004693014,0.45707656612529,1249806.0,0.0014008525878211498,34.0,0.4563506204584572,0.4563506204584572
155,0.07918781725888326,0.003723536640125094,0.4686013320647003,1914836.0,0.002153258888380876,33.0,0.48301399899634667,0.48301399899634667
156,0.0233502538071066,0.0007906768785083391,0.41041666666666665,542476.0,0.0009111776061720362,16.0,0.4008700464763443,0.4008700464763443
157,0.07817258883248732,0.005391945355933648,0.43392070484581496,1791016.0,0.002460565954498728,27.0,0.4980486873720513,0.4980486873720513
158,0.04771573604060914,0.0012918453547705623,0.4322071083808688,1120100.0,0.0013898033676028082,28.0,0.43509769321150454,0.43509769321150454
159,0.03654822335025381,0.001064079959991982,0.42770299609205387,893200.0,0.0011194920045756022,25.0,0.43791809975784624,0.43791809975784624
160,0.350253807106599,0.09082135184037173,0.584916864608076,4245648.0,0.009437331169920514,34.0,0.7764089493871231,0.7764089493871231
161,0.04162436548223351,0.0011098658184604281,0.4280747501086484,981800.0,0.001196069878429244,24.0,0.44952772355719495,0.44952772355719495
162,0.0649746192893401,0.0021028216620364976,0.45771375464684017,1580418.0,0.0017877209563168322,30.0,0.4589683301933315,0.4589683301933315
163,0.05279187817258883,0.0026571585466484797,0.45580749652938457,1244655.0,0.0015637373320308626,32.0,0.4585946578656658,0.4585946578656658
164,0.0467005076142132,0.0019091247702678715,0.4335387323943662,1134855.0,0.001378158576738025,25.0,0.4397985394053622,0.4397985394053622
165,0.11878172588832488,0.005715804254195155,0.4735576923076923,2447484.0,0.0030292888870430018,34.0,0.554462270283179,0.554462270283179
166,0.17766497461928935,0.01832679303089265,0.5200633579725449,3240750.0,0.004724118846312674,34.0,0.603241234814236,0.603241234814236
167,0.06903553299492386,0.0016630797880309777,0.4318281455501973,1582540.0,0.0019246637466459392,27.0,0.5223202541263059,0.5223202541263059
168,0.07614213197969544,0.00335988819113601,0.4598506069094304,1773188.0,0.002125449392199855,32.0,0.49402570369648324,0.49402570369648324
169,0.11878172588832488,0.00418202062643171,0.4852216748768473,2327772.0,0.002948919566101546,34.0,0.5426426145838563,0.5426426145838563
170,0.09746192893401015,0.0060067763384833404,0.4686013320647003,2123820.0,0.0026200926271469265,34.0,0.5178558919405287,0.5178558919405287
171,0.043654822335025385,0.0005764765056193984,0.4333479982402112,1052478.0,0.0011858795849817782,29.0,0.4910361246521574,0.4910361246521574
172,0.09137055837563453,0.0030633466186385846,0.47039159503342887,2014960.0,0.0024023641674132904,33.0,0.5021738996611157,0.5021738996611157
173,0.08223350253807107,0.004271750268417668,0.47084130019120457,1838960.0,0.0022518191741132385,34.0,0.502850402917717,0.502850402917717
174,0.07208121827411168,0.0019376220558952391,0.45644114921223355,1625610.0,0.001902207561143912,32.0,0.47236435028769,0.47236435028769
175,0.011167512690355331,1.2264681174788394e-05,0.3541891405969076,150490.0,0.00041864559314829094,11.0,0.33585871773460374,0.33585871773460374
176,0.03350253807106599,0.0007358860423693001,0.40352314625153624,721728.0,0.0010257427534562916,24.0,0.39950804637378196,0.39950804637378196
177,0.05279187817258883,0.003453009292025566,0.4463072043497961,1326663.0,0.001599588868259203,27.0,0.4501370426610827,0.4501370426610827
178,0.03451776649746193,0.0007620692826209122,0.3986240388506678,714714.0,0.001127925691420692,24.0,0.4074344149197788,0.4074344149197788
179,0.05380710659898477,0.002462792982424725,0.4469147005444646,1296828.0,0.0015943943676189982,27.0,0.4885367057012594,0.4885367057012594
180,0.08223350253807107,0.005332712251803567,0.463093559003291,1868640.0,0.0023059262799946583,33.0,0.5483194342658839,0.5483194342658839
181,0.05989847715736041,0.0020021322392284294,0.43239683933274803,1420130.0,0.0017750791316211317,27.0,0.4437245740058484,0.4437245740058484
182,0.045685279187817264,0.0008244037301016584,0.3932135728542914,877668.0,0.0013877671210816619,27.0,0.40971747686217763,0.40971747686217763
183,0.1736040609137056,0.012788602032435103,0.5127537740760021,3102330.0,0.004396190155884191,34.0,0.66536998516848,0.66536998516848
184,0.07918781725888326,0.005022351162495435,0.47039159503342887,1787401.0,0.0022031513726785633,34.0,0.560398883289657,0.560398883289657
185,0.022335025380710662,0.000331386665290202,0.3652206154987023,369054.0,0.0008646975479355787,16.0,0.36861770223045953,0.36861770223045953
186,0.029441624365482234,0.0001299003340388107,0.4187925170068027,699412.0,0.0008396956403825563,25.0,0.4179748884472134,0.4179748884472134
187,0.05482233502538071,0.00042820092144382597,0.44429409111411816,1239882.0,0.0014342825761046005,34.0,0.4766299668360232,0.4766299668360232
188,0.04162436548223351,0.0003457484455558054,0.43777777777777777,1003680.0,0.0011416102590993517,30.0,0.4960067988001772,0.4960067988001772
189,0.0751269035532995,0.00517240119800756,0.4534990791896869,1790544.0,0.002334742877206012,30.0,0.4987991621362933,0.4987991621362933
190,0.03451776649746193,0.00026515008564403057,0.43797243219208537,833448.0,0.0009710499178878958,28.0,0.45186240911320574,0.45186240911320574
191,0.06091370558375635,0.009049726109243632,0.44752385279418444,1464616.0,0.0021489234823178797,27.0,0.48157787304491834,0.48157787304491834
192,0.021319796954314723,8.173511435114969e-05,0.371277798718432,339440.0,0.0007414511738095479,17.0,0.36610588793184673,0.36610588793184673
193,0.026395939086294416,0.00010445506860643023,0.3997564935064935,567625.0,0.0008216626491170376,21.0,0.4756966480273964,0.4756966480273964
194,0.044670050761421325,0.000626626505182751,0.4245689655172414,1033720.0,0.0012846898683540847,29.0,0.496117534055154,0.496117534055154
195,0.03553299492385787,0.0002771889884182269,0.4171961033460398,818448.0,0.0010545367590632827,27.0,0.40988092833465595,0.40988092833465595
196,0.03350253807106599,0.00029893806669779123,0.4171961033460398,793600.0,0.0009732769954384192,25.0,0.4614793358553505,0.4614793358553505
197,0.03553299492385787,0.00052896488455836,0.4344949272165858,898994.0,0.0010404203394151538,26.0,0.42672364796559586,0.42672364796559586
198,0.03654822335025381,0.0013345228404999124,0.4182590233545648,858760.0,0.001114910761841514,26.0,0.415281315234741,0.415281315234741
199,0.049746192893401014,0.0015772899608096638,0.436420026583961,1188720.0,0.0014833351626330905,27.0,0.468191122445936,0.468191122445936
200,0.03451776649746193,0.0005339860162594178,0.4163144547759932,830973.0,0.0010418993345607981,24.0,0.4768914779701135,0.4768914779701135
201,0.05583756345177665,0.0009454813800896264,0.451007326007326,1327266.0,0.001513338151529188,29.0,0.49110014309657124,0.49110014309657124
202,0.007106598984771574,1.650089227173802e-05,0.34512964260686757,79566.0,0.0003386365406663082,7.0,0.3002254150332129,0.3002254150332129
203,0.03959390862944163,0.0006276146888463014,0.42733188720173537,908352.0,0.0011416206809532084,27.0,0.4340628800045051,0.4340628800045051
204,0.03553299492385787,0.0003675750337014448,0.4198635976129582,843982.0,0.0010462932629318668,25.0,0.4585784354532989,0.4585784354532989
205,0.03147208121827411,0.00042037207967159974,0.42076035882101664,780420.0,0.0009427883564994702,23.0,0.42784825747660693,0.42784825747660693
206,0.05989847715736041,0.0029220617337861942,0.43894830659536543,1449884.0,0.0018039473597678522,27.0,0.5395252616594053,0.5395252616594053
207,0.028426395939086295,0.00023612478258852766,0.42882020026121026,695682.0,0.0008515810694007903,24.0,0.46713788797327815,0.46713788797327815
