node_id,DC,BC,CC,CI,PR,KS,SAASP-fixed,SAASP-adaptive,SIR_influence
56,0.019316493313521546,0.0010850657064421735,0.27585735756250856,1160467.0,0.0008039024292749443,21.0,0.29985176932473545,0.29985176932473545,
57,0.003714710252600297,1.5359027152243021e-06,0.2613423079412336,82278.0,0.00021380181907352505,12.0,0.26919978712409537,0.26919978712409537,
58,0.0029717682020802376,0.08436020590796486,0.3974018305284913,1625228.0,0.00021402001229947393,6.0,0.46673093907170554,0.46673093907170554,
59,0.0047052996532937095,7.274796871349583e-07,0.2614099825208778,98730.0,0.00022393731076947957,17.0,0.26771267935772536,0.26771267935772536,
60,0.001981178801386825,7.546141619678459e-08,0.2612239617026782,41146.0,0.0001179214817815534,8.0,0.2331494344453108,0.2331494344453108,
61,0.0007429420505200594,6.134440182644368e-08,0.2611394942766604,12420.0,9.993081338694414e-05,3.0,0.07156414891746879,0.07156414891746879,
62,0.0064388311045071814,2.8660815656610625e-06,0.26152849740932643,130600.0,0.000294118187302578,19.0,0.2672958386878985,0.2672958386878985,
63,0.0014858841010401188,0.0,0.26119016817593793,29860.0,9.762401994576605e-05,6.0,0.16749693101658858,0.16749693101658858,
64,0.001733531451213472,1.2821395685548784e-05,0.2790408403012922,42102.0,0.00014304317844236687,7.0,0.17278327094721604,0.17278327094721604,
65,0.0029717682020802376,6.893923913652614e-07,0.2612915749967646,63987.0,0.00016011443293880614,11.0,0.26166177960776005,0.26166177960776005,
66,0.003714710252600297,9.542251505382869e-08,0.2613423079412336,76888.0,0.00017891995625352093,15.0,0.2642147051725994,0.2642147051725994,
67,0.018821198613174838,0.0009118520705882054,0.27581967213114755,1130550.0,0.0007724556453836683,21.0,0.30182023415851494,0.30182023415851494,
68,0.002228826151560178,1.4722656438346484e-07,0.2612408617454875,49120.0,0.00021487874776333194,7.0,0.2346057106519124,0.2346057106519124,
69,0.0024764735017335313,1.9840927984607338e-07,0.26125776397515527,52461.0,0.0001410081446777761,10.0,0.2621858940676952,0.2621858940676952,
70,0.0004952947003467063,0.0,0.26112260734609416,6223.0,7.684630684627396e-05,2.0,0.04387902443855426,0.04387902443855426,585.1
71,0.0007429420505200594,0.0,0.2611394942766604,12438.0,0.00010148330553096666,3.0,0.07338979782682317,0.07338979782682317,
72,0.005943536404160475,1.8125106130858043e-06,0.26149462504856885,120083.0,0.0002733935497308621,18.0,0.2659114903489438,0.2659114903489438,
73,0.0024764735017335313,6.016664242341218e-07,0.26125776397515527,54216.0,0.00015801614677929968,9.0,0.2607946866289701,0.2607946866289701,
74,0.00024764735017335313,0.0,0.26110572259941806,0.0,5.2591423276218314e-05,1.0,0.00941738909013434,0.00941738909013434,
75,0.003467062902426944,2.5490958649817383e-07,0.26132539477090344,73008.0,0.00017600935698758896,12.0,0.2642776961038659,0.2642776961038659,
76,0.0007429420505200594,0.0,0.2611394942766604,12318.0,8.258166400536363e-05,3.0,0.07220348620804935,0.07220348620804935,
77,0.0014858841010401188,2.556016742768486e-07,0.26119016817593793,30575.0,0.00012062978066488579,5.0,0.16712002739846576,0.16712002739846576,
78,0.002228826151560178,0.0,0.2612408617454875,49256.0,0.00021693170124186377,9.0,0.11956734713710535,0.11956734713710535,
79,0.0029717682020802376,2.0870669696912043e-08,0.2612915749967646,61446.0,0.00015290410790864953,12.0,0.26392316542410926,0.26392316542410926,
80,0.005695889053987122,0.00015960172239363706,0.2679140127388535,135608.0,0.00031475366122911397,15.0,0.2658072371661584,0.2658072371661584,
81,0.0007429420505200594,6.134440182644368e-08,0.2611394942766604,12448.0,0.00010752780555275151,2.0,0.07496855760988438,0.07496855760988438,
82,0.008420009905894007,7.3592283705503054e-06,0.26166407465007774,169554.0,0.0003849000964535906,18.0,0.26865014841497586,0.26865014841497586,
83,0.001733531451213472,9.201660273966552e-08,0.2612070638463031,36576.0,0.00014051490911703464,7.0,0.14479642814872123,0.14479642814872123,
84,0.0032194155522535907,1.3929533620512854e-06,0.2613084837895554,70596.0,0.00019107773185719068,10.0,0.26517222620541575,0.26517222620541575,
85,0.003467062902426944,5.032627527050142e-07,0.26132539477090344,74958.0,0.000182837954537027,12.0,0.2628774959168829,0.2628774959168829,
86,0.0014858841010401188,0.0,0.26119016817593793,30845.0,0.00015187043333662333,6.0,0.17004540211196972,0.17004540211196972,
87,0.0032194155522535907,4.625863702493762e-05,0.27463782901448686,209112.0,0.0001726709411151336,11.0,0.2789724710384405,0.2789724710384405,
88,0.004952947003467063,4.549846123020853e-06,0.26142690664249646,107711.0,0.00028441481196072053,13.0,0.27233170525892547,0.27233170525892547,
89,0.001981178801386825,3.312597698627958e-07,0.2612239617026782,43260.0,0.00022888063692828091,5.0,0.1731386946473247,0.1731386946473247,
90,0.0004952947003467063,0.0,0.26112260734609416,6229.0,8.919860362388565e-05,2.0,0.041243087602750896,0.041243087602750896,
91,0.001981178801386825,2.7604980821899654e-07,0.2612239617026782,43344.0,0.00023737300152657922,5.0,0.11521694160610935,0.11521694160610935,
92,0.005200594353640416,6.842999005760918e-07,0.2614438329556491,116660.0,0.00028831153295411636,15.0,0.2642368234930065,0.2642368234930065,
93,0.001981178801386825,9.40614161338803e-08,0.2612239617026782,43001.0,0.00018377073837312445,6.0,0.19981056153629756,0.19981056153629756,
94,0.005448241703813769,2.1380836623092413e-06,0.26146076146076147,120246.0,0.00029878104789358967,15.0,0.26527192560194596,0.26527192560194596,
95,0.0014858841010401188,6.134440182644368e-08,0.26119016817593793,31000.0,0.00018055035893729885,5.0,0.16729676219825113,0.16729676219825113,
96,0.002228826151560178,7.835986401270893e-07,0.2612408617454875,48408.0,0.00014618512832270217,8.0,0.23380462962049497,0.23380462962049497,1448.5
97,0.0007429420505200594,4.089626788429578e-08,0.2611394942766604,12440.0,0.00010958436029004845,3.0,0.04374454531759206,0.04374454531759206,
98,0.012134720158494303,6.75276474687329e-06,0.26191866121813584,201552.0,0.0005003246722658377,21.0,0.27446762063256674,0.27446762063256674,
99,0.0032194155522535907,8.161726604908745e-07,0.2613084837895554,73248.0,0.0002993734003136998,7.0,0.26165870062826196,0.26165870062826196,
100,0.002228826151560178,5.316514824958451e-07,0.2612408617454875,48688.0,0.00017520377701900366,7.0,0.23291189044834912,0.23291189044834912,
101,0.0047052996532937095,7.890545400009306e-07,0.2614099825208778,105642.0,0.00026633258205467354,15.0,0.262986187936173,0.262986187936173,
102,0.0014858841010401188,0.0,0.26119016817593793,30865.0,0.0001536353619686624,6.0,0.10854605479038625,0.10854605479038625,
103,0.00396235760277365,9.4190407877329e-05,0.2746938775510204,256560.0,0.00018812236311743378,14.0,0.2822408113215986,0.2822408113215986,
104,0.0079247152055473,3.0155346005494676e-06,0.2616301671634055,150040.0,0.00034640792239928187,21.0,0.2701351052877288,0.2701351052877288,
105,0.003467062902426944,4.083494447761187e-07,0.26132539477090344,73710.0,0.0001813354264970288,12.0,0.26509035990615354,0.26509035990615354,
106,0.001981178801386825,3.6387941210384125e-07,0.2612239617026782,42308.0,0.0001275482626354048,8.0,0.20002359380776544,0.20002359380776544,
107,0.258791480931154,0.4805180785560152,0.45969945355191255,63593172.0,0.006936420955866117,70.0,0.8626235495480923,0.8626235495480923,
108,0.0032194155522535907,3.481582493846834e-07,0.2613084837895554,71580.0,0.00020008087943521537,11.0,0.26379594629822967,0.26379594629822967,
109,0.009162951956414065,5.787658323854831e-06,0.26171495236243436,168336.0,0.00040147225316823187,21.0,0.27244407239439367,0.27244407239439367,2917.2
110,0.0012382367508667657,0.0,0.2611732746911584,24812.0,0.000155723211962933,5.0,0.10620180985412896,0.10620180985412896,
111,0.003467062902426944,1.5294230468062708e-06,0.26132539477090344,78598.0,0.0002934993171110268,9.0,0.26333217549693094,0.26333217549693094,
112,0.0007429420505200594,0.0,0.2611394942766604,12424.0,0.00010075548047141475,3.0,0.0719410614852061,0.0719410614852061,
113,0.009905894006934125,5.229334396770685e-06,0.2617658498638662,176670.0,0.0004217680378937481,21.0,0.2705664714752663,0.2705664714752663,
114,0.00024764735017335313,0.0,0.26110572259941806,0.0,5.2591423276218314e-05,1.0,0.012468948682168076,0.012468948682168076,
115,0.005200594353640416,3.3336831770046665e-06,0.2614438329556491,118920.0,0.0004171974177353141,10.0,0.26568192948144037,0.26568192948144037,
116,0.004210004952947003,1.155762168033134e-06,0.2613761408505405,95632.0,0.00032518618611985356,10.0,0.2653133225121831,0.2653133225121831,
117,0.0014858841010401188,2.095933729070159e-07,0.26119016817593793,30530.0,0.00011250195884281505,5.0,0.1668458024207151,0.1668458024207151,
118,0.008915304606240713,5.694459451841912e-06,0.26169799092676604,170450.0,0.00039779999591200874,21.0,0.26958784927689067,0.26958784927689067,
119,0.015354135710747894,0.0015229358857941754,0.2801054384017758,314821.0,0.0007319072593209059,21.0,0.28194923518191894,0.28194923518191894,
120,0.0009905894006934125,4.473603006040935e-05,0.27446982055464925,53085.0,8.991381061339179e-05,3.0,0.1326370192485017,0.1326370192485017,
121,0.0029717682020802376,1.0410849313922507e-06,0.2612915749967646,64669.0,0.00017194948880466562,10.0,0.2617778374364503,0.2617778374364503,
122,0.015601783060921248,0.0007457760472154909,0.27557496758343003,959264.0,0.000660524079101169,21.0,0.2934114823362578,0.2934114823362578,
123,0.004457652303120356,4.922689779281791e-07,0.2613930605903677,92633.0,0.0002085473897771233,17.0,0.26791497625965455,0.26791497625965455,
124,0.0009905894006934125,1.6358507153718312e-07,0.26115638339154057,18498.0,0.00011232974058162626,3.0,0.10356770892413156,0.10356770892413156,
125,0.0009905894006934125,8.2362839065918e-06,0.27446982055464925,52989.0,7.592166875181042e-05,4.0,0.11774220892547904,0.11774220892547904,
126,0.001733531451213472,1.686971050227201e-07,0.2612070638463031,36498.0,0.0001273415703148841,6.0,0.1974328256366468,0.1974328256366468,
127,0.00396235760277365,6.370611703673157e-07,0.2613592233009709,88905.0,0.00024347720956291596,11.0,0.26281795753006976,0.26281795753006976,
128,0.006934125804853888,2.4337383726394154e-06,0.2615623785464438,134298.0,0.0003067678430282077,21.0,0.2671265956124065,0.2671265956124065,
129,0.001733531451213472,4.498589467272537e-08,0.2612070638463031,36648.0,0.00012350917911145407,7.0,0.19722265065250486,0.19722265065250486,
130,0.00396235760277365,2.527390717096562e-06,0.2613592233009709,86565.0,0.0002300074101712803,13.0,0.2666960879594311,0.2666960879594311,
131,0.001733531451213472,0.0,0.2612070638463031,36966.0,0.00017343689435242747,7.0,0.1981599806700336,0.1981599806700336,
132,0.00396235760277365,1.983731020051308e-06,0.2613592233009709,85800.0,0.0002084674125014289,13.0,0.26540907157948535,0.26540907157948535,
133,0.004457652303120356,1.8046406979714436e-06,0.2613930605903677,94877.0,0.00023550237804358028,15.0,0.2638543953232096,0.2638543953232096,
134,0.0047052996532937095,6.323857056647831e-07,0.2614099825208778,96786.0,0.00021905817390362813,17.0,0.2677745182581914,0.2677745182581914,
135,0.0024764735017335313,0.0,0.26125776397515527,54846.0,0.0001716312351638319,10.0,0.23334620868173797,0.23334620868173797,
136,0.03293709757305597,0.026870359787398053,0.2941862159405508,7674216.0,0.0006337403250536821,67.0,0.4056556773549008,0.4056556773549008,
137,0.00396235760277365,2.113265956887789e-06,0.2613592233009709,90480.0,0.0003304194027641963,9.0,0.2657114675586708,0.2657114675586708,
138,0.0004952947003467063,0.0,0.26112260734609416,6216.0,7.29339350530321e-05,2.0,0.04098292963691009,0.04098292963691009,
139,0.002228826151560178,1.2268880365288736e-08,0.2612408617454875,48808.0,0.00015511284188837794,9.0,0.26178749798573536,0.26178749798573536,
140,0.0027241208519068845,9.16271144741008e-08,0.2612746683921061,60510.0,0.00022045298382317283,9.0,0.26444174973982204,0.26444174973982204,
141,0.006934125804853888,2.6854718971158224e-06,0.2615623785464438,137214.0,0.0003120021058476483,19.0,0.2673945519213212,0.2673945519213212,
142,0.010648836057454186,5.167781965397462e-06,0.261816767165921,188118.0,0.0004508863208061317,21.0,0.2723683542450863,0.2723683542450863,
143,0.0029717682020802376,1.1515220571420997e-06,0.2612915749967646,67430.0,0.00029379905862812603,7.0,0.26180401612659726,0.26180401612659726,
144,0.003714710252600297,8.436846952494006e-07,0.2613423079412336,84042.0,0.0002911632908825187,10.0,0.26333078334537063,0.26333078334537063,
145,0.0004952947003467063,0.0,0.26112260734609416,6229.0,8.919860362388565e-05,2.0,0.03981601252443111,0.03981601252443111,
146,0.0024764735017335313,0.000141354407287742,0.27458180334557325,157689.0,0.00014443058241554713,9.0,0.2866432344363551,0.2866432344363551,
147,0.0014858841010401188,2.4537760730577472e-08,0.26119016817593793,30990.0,0.00018001867135639642,5.0,0.13907441446099109,0.13907441446099109,
148,0.004952947003467063,2.4037945179865694e-06,0.26142690664249646,105659.0,0.000246266902213844,14.0,0.26592215312004197,0.26592215312004197,
149,0.003467062902426944,3.6641108583001195e-07,0.26132539477090344,78429.0,0.0002717075425301843,10.0,0.2640053823034525,0.2640053823034525,1729.4
150,0.0027241208519068845,9.524858913463719e-05,0.2791179926729799,69310.0,0.00019408389327919988,7.0,0.2708479181381852,0.2708479181381852,
151,0.001733531451213472,3.4080223236913156e-08,0.2612070638463031,36756.0,0.00015376030165803836,7.0,0.20137946657490186,0.20137946657490186,
152,0.0012382367508667657,1.8403320547933104e-07,0.2611732746911584,24700.0,0.00012492244142269063,5.0,0.13636043829562347,0.13636043829562347,
153,0.0004952947003467063,0.0,0.26112260734609416,6189.0,6.212683318297321e-05,2.0,0.04199009577347729,0.04199009577347729,
154,0.0004952947003467063,0.0,0.26112260734609416,6226.0,7.932370381914374e-05,2.0,0.04102063789499474,0.04102063789499474,
155,0.0007429420505200594,4.089626788429578e-08,0.2611394942766604,12424.0,0.00010298408354995632,3.0,0.043881269977750006,0.043881269977750006,
156,0.0029717682020802376,0.00016527424249422466,0.27461915125136016,191587.0,0.00016483892073663328,10.0,0.2792271629053179,0.2792271629053179,
157,0.0007429420505200594,4.089626788429578e-08,0.2611394942766604,12450.0,0.00010600177299096029,3.0,0.04249300025951868,0.04249300025951868,
158,0.006191183754333828,4.792698586965206e-06,0.2615115601321158,128568.0,0.0002996906273208094,17.0,0.2671596771354258,0.2671596771354258,
159,0.003467062902426944,1.151331739012335e-06,0.26132539477090344,76375.0,0.0002046728574167513,11.0,0.26456608145172505,0.26456608145172505,
160,0.0004952947003467063,0.0,0.26112260734609416,6224.0,6.9467498708458e-05,2.0,0.042560546078877486,0.042560546078877486,
161,0.006191183754333828,2.4042212720527196e-06,0.2615115601321158,122424.0,0.0002798852018135081,19.0,0.2676401969798641,0.2676401969798641,
162,0.001981178801386825,5.842323983470826e-08,0.2612239617026782,42805.0,0.00016967237746256535,8.0,0.23003752382573012,0.23003752382573012,
163,0.0014858841010401188,2.5290532925679884e-05,0.2676121678043608,32610.0,0.00012143853497887508,6.0,0.14703550558244338,0.14703550558244338,
164,0.0007429420505200594,1.7526971950412477e-08,0.2611394942766604,12330.0,7.388101008374698e-05,3.0,0.0726675458432662,0.0726675458432662,
165,0.0027241208519068845,3.3803819101741307e-07,0.2612746683921061,58710.0,0.00014915412045219805,10.0,0.2617728378097467,0.2617728378097467,
166,0.0009905894006934125,4.3671371776444415e-07,0.2677186236159915,19992.0,0.00010901413534460111,4.0,0.0838707578398723,0.0838707578398723,1.4
167,0.001733531451213472,4.498589467272537e-08,0.2612070638463031,37032.0,0.00016890007322119526,6.0,0.1710627213712179,0.1710627213712179,
168,0.0027241208519068845,3.1351705266406723e-07,0.2612746683921061,59560.0,0.00016671442975985684,9.0,0.26148910298222355,0.26148910298222355,
169,0.009410599306587419,0.0004022004787300702,0.27510560021801334,603174.0,0.0004151646984609198,21.0,0.2863795712664916,0.2863795712664916,
170,0.011391778107974244,1.2076646755280126e-05,0.26186770428015566,198360.0,0.0005074088921908395,21.0,0.2768100290224891,0.2768100290224891,
171,0.005448241703813769,0.015492407332440639,0.37049270575282134,1864023.0,0.000378355466254029,7.0,0.39322158220510767,0.39322158220510767,
172,0.010153541357107478,8.376867955345824e-06,0.26178282009724474,192880.0,0.0004407711556279399,21.0,0.27495603127714446,0.27495603127714446,
173,0.0029717682020802376,0.0036310041038157157,0.28904795991410165,172634.0,0.00022095845526127968,6.0,0.27734465426174265,0.27734465426174265,
174,0.0009905894006934125,4.089626788429578e-08,0.26115638339154057,18630.0,0.00013034902763874113,3.0,0.10342769431223334,0.10342769431223334,
175,0.004210004952947003,3.309676536636223e-06,0.2613761408505405,96320.0,0.0003793293986316261,7.0,0.26360142775713574,0.26360142775713574,
176,0.003467062902426944,3.2067729765384276e-07,0.26132539477090344,72943.0,0.00017618515353876556,13.0,0.2627247121527696,0.2627247121527696,
177,0.0027241208519068845,3.111037521198216e-07,0.2612746683921061,61280.0,0.0002585099773533988,7.0,0.26546470854435367,0.26546470854435367,
178,0.0032194155522535907,1.3712597154786128e-06,0.2613084837895554,70728.0,0.00018869072847033035,11.0,0.26238267402673876,0.26238267402673876,
179,0.0007429420505200594,6.134440182644368e-08,0.2611394942766604,12456.0,0.00012913236759476578,2.0,0.07263902382392995,0.07263902382392995,549.0
180,0.004952947003467063,9.112055842871576e-07,0.26142690664249646,111055.0,0.0002767445611013242,15.0,0.2692119193510255,0.2692119193510255,
181,0.0024764735017335313,1.8403320547933104e-07,0.26125776397515527,55377.0,0.00023849264701222462,9.0,0.23332423267641297,0.23332423267641297,
182,0.0007429420505200594,4.089626788429578e-08,0.2611394942766604,12452.0,0.00011527130527604326,3.0,0.014544451374875051,0.014544451374875051,
183,0.0004952947003467063,0.0,0.26112260734609416,6214.0,6.368961659823045e-05,2.0,0.0460997643654866,0.0460997643654866,
184,0.004457652303120356,1.2725037854772063e-06,0.2613930605903677,100028.0,0.0002672226937983914,11.0,0.2642706156947643,0.2642706156947643,1482.2
185,0.0064388311045071814,2.828334869845182e-06,0.26152849740932643,128975.0,0.0002961999215015276,18.0,0.265956747576953,0.265956747576953,
186,0.010896483407627538,8.069594875170074e-06,0.26183374400207493,191436.0,0.00046621447393238173,21.0,0.27472253218905296,0.27472253218905296,
187,0.00396235760277365,4.0825673136162185e-07,0.2613592233009709,88935.0,0.00022988568150929335,15.0,0.26248402841814195,0.26248402841814195,
188,0.01188707280832095,1.0395368746413048e-05,0.2619016733687897,206189.0,0.0005108965045625002,21.0,0.27650554794237164,0.27650554794237164,
189,0.001733531451213472,1.2821395685548784e-05,0.2790408403012922,42102.0,0.00014304317844236685,7.0,0.17654524250023154,0.17654524250023154,
190,0.0009905894006934125,1.8403320547933104e-07,0.26115638339154057,18600.0,0.00010282026746515356,4.0,0.07436231881743334,0.07436231881743334,
191,0.0007429420505200594,0.0,0.2611394942766604,12370.0,7.61960844371223e-05,3.0,0.07162019978744266,0.07162019978744266,
192,0.0012382367508667657,3.680664109586621e-07,0.2611732746911584,24812.0,0.00017301613709081926,2.0,0.10577867959438585,0.10577867959438585,
193,0.0012382367508667657,1.8403320547933104e-07,0.2611732746911584,24820.0,0.0001574726670170539,4.0,0.048515988459993525,0.048515988459993525,
194,0.0047052996532937095,4.3451620726611605e-07,0.2614099825208778,105516.0,0.0002639598416875759,15.0,0.2651141274792075,0.2651141274792075,
195,0.002228826151560178,0.0,0.2612408617454875,49256.0,0.00021693170124186377,9.0,0.12048205200200544,0.12048205200200544,
196,0.0032194155522535907,9.79246528679504e-07,0.2613084837895554,70728.0,0.0001873951321712373,13.0,0.26488212965835783,0.26488212965835783,2036.9
197,0.00396235760277365,5.392921255516175e-07,0.2613592233009709,88860.0,0.00024333864382939508,11.0,0.26530223498573424,0.26530223498573424,
198,0.0029717682020802376,0.0016628780885075156,0.2854920814479638,149897.0,0.0002614245993622164,7.0,0.2777362436950528,0.2777362436950528,
199,0.011639425458147598,9.450375984913955e-06,0.2618846877229392,203182.0,0.0004970049703824462,21.0,0.2786249794900959,0.2786249794900959,
200,0.014115898959881128,1.383389514169764e-05,0.2620546433902265,227584.0,0.0005910801200346582,21.0,0.28146634399235493,0.28146634399235493,
201,0.0009905894006934125,0.0,0.26115638339154057,18624.0,0.00012897541087218095,4.0,0.10642492002053604,0.10642492002053604,
